iter	recomb_rate	mut_rate	recomb_type	recomb_node	ARG_length_1	ARG_length_2	ARG_length_3	ARG_length_4	root_height_change	bp	bp_pos_deviation	rank_stat	info_sites_global	confounding_info_sites	consistent_info_sites	weighted_consistent_info_sites	rf_dist	no_neu_recurr_mut	no_adv_recurr_mut	info_sites_imbalance
372	1.0	100.0	[3, 3]	set()	2.513577705460363	2.187975554487747	2.2219147641214194	0.0	0	[187.28729244321585, 582.7713822345339]	1.0453041100285638	0	0	0	0	0	0.075625	0.25	0	0
186	1.0	100.0	[3, 3]	set()	3.5674428337410053	3.152318203205375	3.167712587354796	0.0	0	[381.3212062232196, 603.2437952235341]	1.0684996287178636	0	0	0	0	0	0.123	0.375	0	0
310	1.0	100.0	[2, 3]	set()	5.195642126604499	4.435103293224602	4.455022341931486	0.0	0	[405.1972927991301, 878.9466500747949]	0.9755818472536418	0	0	0	0	0	0.04575	0.375	0	0
62	1.0	100.0	[3]	set()	4.022373874262514	3.8760244358585445	3.879149675714286	0.0	0	[546.9051867257804]	0.6887405107502392	0	0	0	0	0	0.1135	0.25	0	0
248	1.0	100.0	[3, 2, 3]	set()	5.346716002790709	4.24227727062608	4.331082369103971	0.0	0	[563.2593464106321, 637.6663534167312, 846.3429789990187]	1.131438507732586	0	0	0	0	0	0.32037499999999997	1.125	0	0
124	1.0	100.0	[3, 3, 3, 3, 3]	set()	6.222961868812959	4.623381766783522	4.736247991459432	0.0	0	[491.21467862278223, 788.8841221574694, 809.0120546985418, 912.523644976318, 961.9390908628702]	1.296304671369199	0	0	0	0	0	0.02375	0.75	0	0
0	1.0	100.0	[3, 3, 3, 2]	set()	7.08057322514307	4.919750969203147	5.509587468328362	0.0	0	[510.17238292843103, 728.7825128731259, 965.085731652438, 994.4167493448066]	1.1491170598707667	0	0	0	0	0	0.5316249999999999	2.875	0	0
434	1.0	100.0	[3, 3]	set()	7.160021477469078	6.415262382909427	6.15120168407933	0.0	0	[232.2678482159972, 903.2697430811822]	0.8327433874719752	0	0	0	0	0	0.070125	0.375	0	0
496	1.0	100.0	[3, 3, 3, 3, 3, 2]	set()	7.673605738888864	5.20058505409532	5.232982572675515	0.0	0	[224.92734403794915, 249.613874591887, 346.03857636848943, 610.7420837011555, 635.6586455367506, 677.6662591840426]	1.5944232527722313	0	0	0	0	0	0.49675	3.625	0	0
373	1.0	100.0	[2]	set()	2.7083331542266644	2.5013958641421357	2.504796430099591	0.0	0	[378.8429629057646]	0.6634948588703447	0	0	0	0	0	0.0	0.0	0	0
311	1.0	100.0	[3, 2, 3, 2]	set()	6.1745696293062515	3.91518901505132	4.3568269388504355	0.0	0	[149.21117042012983, 276.7164548859, 332.51026924699545, 806.7691454754105]	1.3789382914782815	0	0	0	0	0	0.268625	1.375	0	0
249	1.0	100.0	[2]	set()	2.8529865405218304	2.638339151259413	2.6360956581573536	0.0	0	[512.2945075854659]	0.692844840255292	0	0	0	0	0	0.0	0.0	0	0
63	1.0	100.0	[3]	set()	4.865292065303041	4.742245850590965	4.73960214977626	0.0	0	[660.8768659643829]	0.6404521438202747	0	0	0	0	0	0.125	0.25	0	0
