iter	recomb_rate	mut_rate	recomb_type	recomb_node	ARG_length_1	ARG_length_2	ARG_length_3	ARG_length_4	root_height_change	bp	bp_pos_deviation	rank_stat	info_sites_global	confounding_info_sites	consistent_info_sites	weighted_consistent_info_sites	rf_dist	no_neu_recurr_mut	no_adv_recurr_mut	info_sites_imbalance
310	2.0	75.0	[3, 3, 2]	set()	3.7539227918114806	2.7520765604333377	2.99995863583087	0.0	0	[9.029952576383948, 453.0045070424396, 919.3813183370768]	0.9617419477231913	0	0	0	0	0	0.05775	0.375	0	0
434	2.0	75.0	[3, 3, 2, 3]	set()	2.857740664585164	2.022984416431418	2.167041392434062	0.0	0	[296.29408987239003, 412.9262996152532, 525.852675714096, 808.5442553274333]	1.5309660777951286	0	0	0	0	0	0.5515	2.75	0	0
186	2.0	75.0	[2, 3, 2, 3, 3]	set()	5.920977025319766	4.605116266317294	4.682454582169264	0.0	0	[153.2996617212854, 188.11204540543255, 199.5914549001956, 326.66895305737853, 606.6388953384405]	1.441259754681284	0	0	0	0	0	0.125	0.75	0	0
124	2.0	75.0	[3, 3, 2, 3, 2, 3, 3]	set()	6.744898310932072	4.297254826573942	4.026976487718169	0.0	0	[0.425614122080864, 360.8509935438633, 500.8057657291656, 566.6791797541149, 694.1520509741199, 823.1931980699301, 980.0429816116]	1.7209733502931952	0	0	0	0	0	0.11762500000000001	1.125	0	0
496	2.0	75.0	[3, 3, 3, 2, 2]	set()	5.936883127077224	4.672715848461878	4.4117102399419155	0.0	0	[346.0525546907708, 588.9640413224697, 593.7066630052738, 785.4034340753428, 822.5146080367267]	1.482070442301977	0	0	0	0	0	0.1545	1.5	0	0
0	2.0	75.0	[3, 2, 3, 3, 3, 2]	set()	5.389228312610995	3.8866789820043457	3.9453672976773784	0.0	0	[161.84801934286952, 238.80119391915989, 266.2075190707913, 594.5005156099796, 772.2130990587175, 844.0158370156432]	1.7422898959082642	0	0	0	0	0	0.3165	2.5	0	0
372	2.0	75.0	[3, 3, 3, 2, 3]	set()	12.083499940297441	7.310651925577284	7.382614067196966	0.0	0	[213.16081788323825, 376.601193100214, 836.0959477722645, 901.2560872361064, 929.379921518763]	1.4483957672943697	0	0	0	0	0	0.055875	0.375	0	0
248	2.0	75.0	[3, 3, 3, 2, 3, 2, 3]	set()	5.956837735067307	3.8546961605756507	3.949097944931483	0.0	0	[78.18388356434069, 81.2144223600626, 449.3031862877368, 568.3394860405328, 767.1017486603921, 817.5907595533882, 865.4646971239612]	1.725323794506171	0	0	0	0	0	0.18912500000000002	2.0	0	0
187	2.0	75.0	[2]	set()	2.560684656593211	2.154622991026753	2.1450931365409716	0.0	0	[656.4078596420586]	0.6433894214492618	0	0	0	0	0	0.25	0.5	0	0
62	2.0	75.0	[3, 3, 2, 3, 2, 3, 3, 2]	set()	8.038378651244376	5.996236869599091	6.138787844376489	0.0	0	[207.25506776943803, 341.9087156653404, 351.8774441565444, 407.9548092918905, 490.2483796240249, 528.9599561730895, 585.4920123809002, 618.2254908050732]	1.7770270105074841	0	0	0	0	0	0.43575	3.5	0	0
