iter	recomb_rate	mut_rate	recomb_type	recomb_node	ARG_length_1	ARG_length_2	ARG_length_3	ARG_length_4	root_height_change	bp	bp_pos_deviation	rank_stat	info_sites_global	confounding_info_sites	consistent_info_sites	weighted_consistent_info_sites	rf_dist	no_neu_recurr_mut	no_adv_recurr_mut	info_sites_imbalance
248	0.1	62.5	[1]	{2}	3.5708113994579787	3.073586960240044	3.073586960240044	0.0	0	627.6754448190333	127.67544481903326	0.0	3	1	2	1.819	0.0	0	0	1
372	0.1	62.5	[1]	{2}	3.2314628101159433	2.9652679084835563	2.9652679084835563	0.0	0	378.8568880409003	121.14311195909971	0.27319428472202095	135	33	84	60.74798216286303	0.0	0	0	33
310	0.1	62.5	[3]	{0}	9.648156089505433	9.110431105812827	8.928810820618876	0.0	0	728.6527401302009	228.65274013020087	11.465791674693929	344	256	301	207.97893488502692	14.335856210693795	0	0	258
434	0.1	62.5	[3]	{1}	4.210071747086518	3.272515914371667	3.33571019667618	0.0	0	723.6654723528774	223.66547235287737	2.569121370310211	127	35	82	55.71938110588489	1.7077903744003595	0	0	37
186	0.1	62.5	[2]	{2}	3.912414676214189	3.2631658135879253	3.3444847026671596	0.0	0	300.7922389078886	199.2077610921114	1.8252793377278906	128	52	90	60.89545672355222	1.7964888149243556	0	0	52
62	0.1	62.5	[3]	{1}	2.7756492039362057	2.2785087929972168	2.348581193281149	0.0	0	757.3754990007731	257.37549900077306	4.276431138891252	115	77	96	64.75571906195206	2.407011785195329	0	0	77
124	0.1	62.5	[2]	{2}	5.332459094130682	4.486918924965961	4.37294391309706	0.0	0	148.6180946230889	351.3819053769111	0.3608485349575225	162	44	103	56.47171898919345	2.031076577417203	0	0	44
496	0.1	62.5	[1]	{2}	3.0259444441485925	2.9275516382964746	2.9275516382964746	0.0	0	23.48557021468883	476.51442978531117	0.11613144917081457	167	143	155	76.55726338327679	0.0	0	0	143
0	0.1	62.5	[2]	{2}	6.891367699205759	5.9562599305356425	5.959750812143943	0.0	0	504.3624022509903	4.362402250990328	1.5148108849214412	245	31	138	105.44400781992081	3.314286980652971	0	0	31
249	0.1	62.5	[3]	{1}	2.0896108542580443	1.7815379027556832	1.7593044731111185	0.0	0	327.50356267206377	172.49643732793623	3.953190271642199	94	44	69	48.815589066801586	1.665662768586372	0	0	44
435	0.1	62.5	[3]	{1}	1.8024147904747765	1.6121736304740957	1.5136744542526726	0.0	0	937.5300076790156	437.5300076790156	0.8815618023495221	62	14	39	18.89244973123445	1.5200324242622925	0	0	16
311	0.1	62.5	[1]	{0}	2.4102748585518388	1.978178014668469	1.978178014668469	0.0	0	821.9651042018086	321.9651042018086	1.6628219864210798	30	8	19	12.51124427058734	0.0	0	0	8
