iter	recomb_rate	mut_rate	recomb_type	recomb_node	ARG_length_1	ARG_length_2	ARG_length_3	ARG_length_4	root_height_change	bp	bp_pos_deviation	rank_stat	info_sites_global	confounding_info_sites	consistent_info_sites	weighted_consistent_info_sites	rf_dist	no_neu_recurr_mut	no_adv_recurr_mut	info_sites_imbalance
124	0.1	5.0	[3]	{0}	2.4600805994538764	2.3046118260705555	2.2580512146358016	0.0	0	158.53117406368244	341.46882593631756	1.889822365046136	11	5	8	5.1561870443820945	3.440280035854805	0	0	5
310	0.1	5.0	[1]	{0}	3.732288134186501	2.876817285279659	2.876817285279659	0.0	0	418.2270336896182	81.77296631038178	0.4472135954999579	4	0	2	1.2574540673792365	0.0	0	0	0
62	0.1	5.0	[1]	{2}	8.794712547860438	8.092931354428767	8.092931354428767	0.0	0	510.2702765725553	10.270276572555304	nan	0	0	0	0.0	0.0	0	0	0
248	0.1	5.0	[1]	{0}	6.871328544627663	5.850838022373275	5.850838022373275	0.0	0	578.3371869474648	78.33718694746483	0.0	4	0	2	1.4043256261050703	0.0	0	0	0
186	0.1	5.0	[1]	{0}	6.854099297179809	5.735805590712474	5.735805590712474	0.0	0	84.79706896469	415.20293103531003	nan	3	1	2	1.64359413792938	0.0	0	0	1
0	0.1	5.0	[2]	{2}	12.035512060034854	11.850619255934692	11.873354965106676	0.0	0	49.56198669970033	450.43801330029964	1.6569182693363316	69	61	65	30.841405162081116	5.906073603080526	0	0	61
372	0.1	5.0	[1]	{1}	3.245232720454009	2.9868833253413674	2.9868833253413674	0.0	0	935.2853004820646	435.2853004820646	nan	1	1	1	0.9197146995179354	0.0	0	0	1
434	0.1	5.0	[2]	{1}	3.5865436277100624	3.0745356992728308	2.8921153299088598	0.0	0	921.7380767222496	421.7380767222496	0.40599897147057507	12	4	8	4.977571539666503	1.5313877406155345	0	0	4
496	0.1	5.0	[1]	{1}	8.186351803023982	5.686109736581237	5.686109736581236	0.0	0	213.45934784039855	286.54065215960145	nan	0	0	0	0.0	0.0	0	0	0
125	0.1	5.0	[1]	{1}	6.902340313820258	6.413180818083532	6.413180818083532	0.0	0	728.6590777803215	228.65907778032147	0.0	9	3	6	4.9799999999999995	0.0	0	0	3
187	0.1	5.0	[3]	{2}	5.713156965806227	5.620778246902549	5.6247962699650795	0.0	0	166.03441466577357	333.96558533422643	2.792848008753788	29	29	29	17.893791537312786	10.731459613727406	0	0	29
63	0.1	5.0	[2]	{1}	9.548393258581658	8.556079556983974	8.480510985708221	0.0	0	837.1058460325004	337.1058460325004	0.7977240352174657	32	20	26	16.178671387284993	3.930483032710436	0	0	20
311	0.1	5.0	[1]	{2}	4.105309166469621	3.8904794299845182	3.8904794299845182	0.0	0	884.6288183704019	384.62881837040186	0.5683985600588051	12	2	7	5.212855908147991	0.0	0	0	2
1	0.1	5.0	[2]	{0}	1.816544125735538	1.711661621999033	1.697227831112998	0.0	0	393.3913074433804	106.60869255661959	0.2182178902359924	8	0	4	1.9195652297735215	0.9243461434566063	0	0	0
249	0.1	5.0	[1]	{0}	8.285303735887732	6.190144583844974	6.190144583844974	0.0	0	604.1753585450351	104.17535854503512	nan	1	1	1	0.9888246414549648	0.0	0	0	1
435	0.1	5.0	[2]	{0}	3.4054108546514095	2.642287954986657	2.6503667453528683	0.0	0	443.73944750986993	56.26055249013007	2.121320343559643	11	1	6	4.44852110498026	1.0912573192862773	0	0	1
373	0.1	5.0	[1]	{0}	3.3557898432379383	2.5462158591069897	2.54621585910699	0.0	0	666.4848984219132	166.48489842191316	1.5491933384829668	4	0	2	1.2270302031561737	0.0	0	0	0
497	0.1	5.0	[2]	{1}	5.607248696980493	4.17034092824285	4.47798937199682	0.0	0	847.4950892850758	347.4950892850758	0.2464320290450721	18	8	13	6.681563839294014	2.5596967972214637	0	0	8
126	0.1	5.0	[3]	{0}	6.366250892759252	5.089620140717969	5.254366666297001	0.0	0	308.84313816204656	191.15686183795344	2.037750357832768	18	8	13	8.639215690810232	4.699267428575149	0	0	8
64	0.1	5.0	[3]	{0}	6.2350016083727935	4.852242000878195	5.423545084126451	0.0	0	120.65136921592055	379.34863078407943	1.00558663564743	20	14	16	8.986816430591047	7.484361686547178	0	0	12
188	0.1	5.0	[1]	{1}	5.4604697135126035	5.248227339636979	5.248227339636979	0.0	0	17.62232603505262	482.3776739649474	0.9284766908852593	28	22	25	12.783558150876317	0.0	0	0	22
312	0.1	5.0	[2]	{2}	1.9292107632150455	1.7167931898384217	1.750541848388613	0.0	0	845.9529660176487	345.9529660176487	0.0	11	3	7	3.8483292378764586	0.8834892033240975	0	0	3
250	0.1	5.0	[2]	{1}	3.102781958857177	2.6773499164652	2.588164306699851	0.0	0	78.8635574281217	421.1364425718783	1.013889554129062	12	8	10	6.041635574281218	1.2485469966803815	0	0	8
2	0.1	5.0	[1]	{2}	5.884098175224444	4.654011490806922	4.654011490806922	0.0	0	231.27365857362747	268.7263414263725	0.14907119849998599	8	2	5	3.656368292868138	0.0	0	0	2
374	0.1	5.0	[2]	{0}	4.520322806459107	3.416189600141914	3.6764195236638075	0.0	0	859.2270314693453	359.2270314693453	1.323448205074589	14	10	12	7.157183748245237	2.1406744385979377	0	0	10
436	0.1	5.0	[1]	{1}	2.2863111713749014	1.862247477968185	1.862247477968185	0.0	0	593.1756859645249	93.17568596452486	nan	3	1	2	1.5136486280709502	0.0	0	0	1
498	0.1	5.0	[1]	{2}	2.818898669356248	2.44481056306983	2.44481056306983	0.0	0	289.6155256312341	210.3844743687659	0.35355339059327373	7	1	4	2.510231051262468	0.0	0	0	1
127	0.1	5.0	[1]	{1}	6.812500996078188	6.543312097678373	6.543312097678373	0.0	0	336.4542205818	163.54577941820003	0.14638501094227999	13	5	9	7.204271102909001	0.0	0	0	5
189	0.1	5.0	[3]	{0}	6.274810677885287	5.746609845591034	5.599018209692034	0.0	0	337.9833889193831	162.01661108061688	3.3147573212938544	33	25	29	23.242016611080622	8.054247682867313	0	0	25
3	0.1	5.0	[3]	{0}	2.5265570562912156	2.1540664712041857	2.162377292288375	0.0	0	386.6628303658218	113.33716963417822	1.4638501094227998	9	7	8	6.026651321463287	2.213004292690294	0	0	7
65	0.1	5.0	[1]	{0}	7.146959341269721	5.620684876631261	5.620684876631261	0.0	0	124.8188759200275	375.1811240799725	1.4433756729740645	8	4	6	4.078637751840055	0.0	0	0	4
313	0.1	5.0	[2]	{1}	1.6106654300508985	1.3366909961269524	1.3953690076503498	0.0	0	204.04977770522248	295.9502222947775	0.7745966692414834	9	5	7	4.1632488885261125	0.7883061606736961	0	0	5
251	0.1	5.0	[2]	{0}	4.172151966588962	3.601779470327605	3.522617054250503	0.0	0	320.73762174695736	179.26237825304264	0.47140452079103173	15	3	9	6.0551633522287025	1.8781419068288936	0	0	3
375	0.1	5.0	[1]	{0}	3.447402217028692	2.8462297532138754	2.8462297532138754	0.0	0	514.8609981406479	14.860998140647894	0.7006490497453707	14	4	9	7.422026986984535	0.0	0	0	4
437	0.1	5.0	[2]	{1}	5.066680205650115	3.9581533026593334	3.8789779234194963	0.0	0	877.5789237115533	377.57892371155333	0.47140452079103173	15	1	8	4.259368610307574	1.5553300842980196	0	0	1
499	0.1	5.0	[1]	{1}	12.00342715597872	9.596278838133522	9.596278838133522	0.0	0	105.77548434957868	394.2245156504213	2.5584085962673253	10	2	6	2.334652906097472	0.0	0	0	2
128	0.1	5.0	[3]	{2}	2.994813171256334	2.694852686607549	2.7286762684370687	0.0	0	320.0382411014288	179.9617588985712	2.2045407685048604	15	13	14	10.120229446608574	4.048479837711313	0	0	13
190	0.1	5.0	[1]	{1}	2.760583254971908	2.3580859781006067	2.3580859781006067	0.0	0	886.7972390726209	386.79723907262087	1.224744871391589	3	1	2	0.5714055218547582	0.0	0	0	1
