iter	recomb_rate	mut_rate	recomb_type	recomb_node	ARG_length_1	ARG_length_2	ARG_length_3	ARG_length_4	root_height_change	bp	bp_pos_deviation	rank_stat	info_sites_global	confounding_info_sites	consistent_info_sites	weighted_consistent_info_sites	rf_dist	no_neu_recurr_mut	no_adv_recurr_mut	info_sites_imbalance
310	0.1	12.5	[3]	{0}	5.109219663170293	4.714857323840231	4.7150066932256935	0.0	0	526.9437902607024	26.94379026070237	5.765502899331519	50	42	46	32.09177516104281	7.070279307438575	0	0	42
248	0.1	12.5	[2]	{2}	1.9349659921154592	1.8290042573982819	1.8040212029021554	0.0	0	205.8851688634605	294.11483113653946	1.005037815259212	21	5	13	8.860736857498065	0.9214814053889712	0	0	5
186	0.1	12.5	[1]	{0}	4.856159616455889	3.967252616891858	3.967252616891858	0.0	0	163.72416401281953	336.27583598718047	1.224744871391589	3	1	2	0.8684483280256391	0.0	0	0	1
124	0.1	12.5	[2]	{0}	3.553585800840247	2.8389878437512657	2.834745430009713	0.0	0	392.3125173896549	107.68748261034511	0.24743582965269675	20	6	13	10.119812656506895	1.0973481365693072	0	0	6
372	0.1	12.5	[1]	{1}	4.846776889096856	3.7365239670246755	3.7365239670246746	0.0	0	875.0066165812315	375.00661658123147	0.33866700533384136	30	8	19	10.488887518119064	0.0	0	0	8
62	0.1	12.5	[1]	{0}	8.554206198006163	7.76310273773332	7.76310273773332	0.0	0	873.403144534677	373.40314453467704	1.4263994477758974	71	41	56	32.82042390605808	0.0	0	0	41
434	0.1	12.5	[1]	{1}	1.4543730278851215	1.1886006026088385	1.1886006026088385	0.0	0	129.3655051849782	370.6344948150218	1.0	2	0	1	0.9473655051849782	0.0	0	0	0
496	0.1	12.5	[1]	{2}	6.0559431467959115	4.848593812592743	4.848593812592743	0.0	0	371.41795689240087	128.58204310759913	nan	1	1	1	0.6154179568924009	0.0	0	0	1
0	0.1	12.5	[1]	{1}	5.748189973954389	4.097915109479069	4.097915109479069	0.0	0	956.1863844282924	456.1863844282924	0.9258200997725514	6	0	3	0.4854408467151229	0.0	0	0	0
311	0.1	12.5	[1]	{1}	4.731153912063438	3.551681378411952	3.551681378411952	0.0	0	365.277688484639	134.722311515361	1.224744871391589	3	3	3	2.3677223115153607	0.0	0	0	3
187	0.1	12.5	[3]	{2}	7.738611450212067	6.005223006126504	6.620828280058565	0.0	0	34.6083655022085	465.39163449779153	0.29424494316824984	69	61	65	32.96932702663913	7.857725780607181	0	0	61
125	0.1	12.5	[2]	{0}	1.7198150910233294	1.4089293797106004	1.4152636964586112	0.0	0	781.2834568321705	281.2834568321705	0.7333333333333333	14	0	7	5.1837165431678285	0.5778754872042153	0	0	0
249	0.1	12.5	[2]	{1}	4.690082376806227	3.4262553329050287	3.719017521106832	0.0	0	925.6173542235048	425.6173542235048	0.2946278254943948	31	21	26	13.766183498635886	2.0618293661776894	0	0	21
373	0.1	12.5	[1]	{1}	2.5036185154237476	2.1431191936496017	2.1431191936496017	0.0	0	278.1119109131397	221.8880890868603	1.092606434117874	22	0	11	7.358111910913139	0.0	0	0	0
63	0.1	12.5	[1]	{1}	0.987165742507302	0.7581719463979955	0.7581719463979955	0.0	0	122.33663350343716	377.66336649656284	0.4472135954999579	4	2	3	2.4260099005103113	0.0	0	0	2
435	0.1	12.5	[1]	{2}	6.9726772119053395	6.139590382040901	6.139590382040901	0.0	0	39.70060683786872	460.2993931621313	0.5773502691896258	8	2	5	2.618101820513606	0.0	0	0	2
497	0.1	12.5	[3]	{2}	6.70569564224968	5.475229638572065	5.458504958976198	0.0	0	210.22686548531067	289.77313451468933	1.0527227119356304	65	19	42	29.512537309706214	3.4915822785481647	0	0	19
1	0.1	12.5	[3]	{2}	4.607991869716858	3.6729760917012735	3.617890869772662	0.0	0	392.485843738541	107.514156261459	2.0884261561098607	34	12	23	16.249599093830213	1.8075289391616662	0	0	12
188	0.1	12.5	[3]	{0}	1.4214578753183646	1.0726310547611941	1.0702599668442285	0.0	0	155.57216526940448	344.4278347305955	1.8257418583505538	11	5	8	4.65514433053881	0.0402166184386053	0	0	5
312	0.1	12.5	[2]	{1}	4.0792282038350285	3.2212622506435	3.197639339386649	0.0	0	383.6807645857335	116.31923541426647	0.6714647604670964	32	8	20	13.376084587514402	1.3611121230794083	0	0	8
374	0.1	12.5	[3]	{2}	5.938172597589356	5.1525609018443115	5.193897560386525	0.0	0	865.7181167509407	365.7181167509407	3.2258599054479076	46	38	42	26.054020263969896	6.03517363922589	0	0	38
126	0.1	12.5	[3]	{0}	5.9935062882876196	4.304234577416677	4.818270023811307	0.0	0	923.956161364913	423.956161364913	1.9321835661585918	47	37	42	22.547665868133315	3.7975955729367725	0	0	37
250	0.1	12.5	[1]	{1}	3.187250081457726	2.2823751637856993	2.2823751637856993	0.0	0	363.619567360729	136.38043263927102	1.3416407864998738	8	2	5	3.375858702082187	0.0	0	0	2
64	0.1	12.5	[1]	{2}	3.279565957069639	2.999475229193306	2.999475229193306	0.0	0	895.5852119252087	395.5852119252087	0.2997802417046013	36	22	29	16.893369701869783	0.0	0	0	22
436	0.1	12.5	[3]	{1}	4.3877094571337505	3.983815182256989	3.902123004307996	0.0	0	885.291404789314	385.291404789314	1.8609684207969417	47	27	37	20.687132070688524	5.102754284564832	0	0	27
498	0.1	12.5	[1]	{1}	5.4897567223971375	3.80338813778172	3.803388137781719	0.0	0	573.5317929647862	73.53179296478618	0.2449489742783178	9	3	6	4.946063585929573	0.0	0	0	3
2	0.1	12.5	[1]	{2}	4.709411113331161	4.474466578697759	4.474466578697759	0.0	0	987.1219522319736	487.12195223197364	nan	0	0	0	0.0	0.0	0	0	0
313	0.1	12.5	[3]	{2}	5.635901601740932	4.72189798942214	4.720218927367763	0.0	0	553.0081156175584	53.00811561755836	3.4291970047322216	46	28	37	27.59700811561756	3.9780173743002774	0	0	28
189	0.1	12.5	[2]	{0}	5.7512789276289595	5.582071982564146	5.536667972551561	0.0	0	984.8176757805052	484.81767578050517	1.1709653601230698	57	51	54	28.316845507852722	2.7546802303651954	0	0	51
127	0.1	12.5	[2]	{2}	2.3259882597548	2.1344531527809067	2.1399846967322413	0.0	0	549.8346739914269	49.83467399142694	0.6880329612324521	20	2	11	8.230826630042865	1.0879884626630063	0	0	2
375	0.1	12.5	[1]	{1}	3.0264845978780928	2.3694571726644247	2.3694571726644247	0.0	0	180.61112193390724	319.38887806609273	0.42640143271122083	10	0	5	3.6518333658017217	0.0	0	0	0
437	0.1	12.5	[3]	{1}	5.1152931806421895	4.396508402201386	4.276819314747706	0.0	0	283.978516701609	216.021483298391	2.4680623824956416	42	14	28	19.743785167016092	4.07685647299451	0	0	14
251	0.1	12.5	[2]	{0}	3.9665322712571576	3.3239300775754548	3.3233276819811355	0.0	0	442.31418659910565	57.68581340089435	0.9379580992210836	30	8	19	15.537543947409837	1.3505042454982397	0	0	8
499	0.1	12.5	[1]	{2}	3.557524885416922	2.730546275616036	2.730546275616037	0.0	0	150.69173369556668	349.30826630443335	nan	2	2	2	1.1563834673911333	0.0	0	0	2
65	0.1	12.5	[2]	{1}	3.7605065865752825	3.6429402121273453	3.639347107762195	0.0	0	565.8078172709793	65.80781727097929	1.8278153875348273	47	3	25	19.043348528148602	1.8136937771257182	0	0	3
3	0.1	12.5	[1]	{0}	10.844303042162734	10.08049143991814	10.08049143991814	0.0	0	899.5112075936048	399.5112075936048	1.0802812932909054	114	76	95	51.29545769379475	0.0	0	0	76
190	0.1	12.5	[1]	{0}	4.287631483405171	3.080452228267714	3.0804522282677143	0.0	0	503.0181240290405	3.018124029040507	0.0	6	0	3	2.4629456279128785	0.0	0	0	0
314	0.1	12.5	[1]	{0}	7.467327422688578	6.928382606599099	6.928382606599099	0.0	0	787.8168171737345	287.81681717373453	0.7319250547113999	13	1	7	6.042549548478798	0.0	0	0	1
438	0.1	12.5	[3]	{0}	3.276798681578423	2.814852982848205	2.8122011986037974	0.0	0	990.650753257796	490.65075325779605	1.9242809417694555	34	28	31	18.381128155523918	2.842222126228956	0	0	28
376	0.1	12.5	[2]	{2}	2.1781166596243224	1.8586613710627946	1.967861340814547	0.0	0	59.68718114309018	440.3128188569098	0.731126155013931	24	18	21	11.743430804004893	1.1268084404950924	0	0	18
128	0.1	12.5	[1]	{1}	6.550836555952319	5.9570809504906475	5.9570809504906475	0.0	0	422.63755062595	77.36244937405002	nan	0	0	0	0.0	0.0	0	0	0
252	0.1	12.5	[1]	{1}	4.405999019408943	3.2387536056818407	3.23875360568184	0.0	0	970.809518825263	470.809518825263	0.0	6	2	4	1.406761924698948	0.0	0	0	2
66	0.1	12.5	[2]	{2}	2.8693158690777283	2.7909839139699213	2.7910549639304776	0.0	0	404.0797152556479	95.9202847443521	nan	33	15	24	16.83291316613555	1.3571377482160614	0	0	15
4	0.1	12.5	[1]	{2}	3.758275185305112	3.059601103959191	3.059601103959191	0.0	0	150.00715386122465	349.99284613877535	nan	2	2	2	1.2490143077224491	0.0	0	0	2
439	0.1	12.5	[3]	{2}	5.0355246216569745	4.627564661325861	4.59389583112311	0.0	0	644.7006622329355	144.70066223293554	6.301265616732485	71	63	67	48.233088742040096	6.77069809053536	0	0	63
191	0.1	12.5	[1]	{1}	4.769646398395212	4.632818854159511	4.632818854159511	0.0	0	906.1111120972784	406.11111209727835	0.3049460841996664	46	18	32	17.205888861276208	0.0	0	0	18
